0,1,0,1,-43
1,514,0,0,-47
0,0,0,3,-50
0,0,0,2,-55
3,0,256,0,-59
0,0,0,2,-62
0,0,0,0,-66
0,0,0,2,-70
0,1,0,0,-74
2,257,1024,0,-78
0,0,0,1,-81
0,0,0,0,-85
0,0,0,0,-89
0,1,0,0,-93
0,1,0,0,-96
0,2,256,0,-100
0,2,0,1,-104
1,0,256,1,-108
0,0,0,1,-112
0,1,0,0,-116
1,0,0,0,-119
0,0,0,2,-123
2,263,2304,0,-127
0,0,0,2,-131
0,0,0,3,-135
10,0,2048,6,-139
0,0,0,0,-143
0,0,0,0,-147
0,0,0,0,-151
0,0,0,2,-155
2,258,256,0,-159
0,4,256,0,-163
0,0,0,0,-167
2,258,1536,0,-171
0,0,0,1,-174
0,0,0,0,-179
7,517,3328,0,-182
0,5,1280,0,-187
0,779,3072,0,-191
0,5,1280,10,-195
8,0,0,6,-199
0,0,0,0,-203
0,264,768,0,-206
10,0,0,6,-210
6,0,0,2,-214
0,0,0,0,-218
0,257,0,0,-221
0,520,1280,0,-225
0,0,0,3,-230
1,3,768,0,-234
0,2,1536,4,-238
4,3,1536,0,-241
2,0,0,0,-245
0,2,0,0,-249
2,0,256,0,-253
0,1,256,0,-257
0,5,768,5,-261
5,775,4096,5,-265
4,0,0,7,-269
2,0,0,1,-273
3,0,0,0,-276
0,0,0,0,-280
0,261,256,0,-284
0,0,0,0,-288
3,0,0,0,-292
3,518,2560,0,-296
0,0,0,8,-300
0,0,0,0,-303
0,0,512,0,-307
0,3,0,0,-311
0,522,1792,0,-315
0,261,1792,1,-319
4,0,0,11,-323
11,0,1792,10,-326
4,0,0,5,-330
1,0,0,0,-334
1,256,768,2,-338
0,0,0,1,-342
0,256,512,0,-346
0,0,0,0,-349
0,0,0,0,-353
0,0,0,0,-357
0,0,0,0,-361
5,776,3072,4,-365
4,0,0,2,-369
0,515,0,0,-373
512,1810,0,0,-375
7,0,0,2322,-381
2,0,0,0,-385
0,516,1536,0,-388
0,522,1792,0,-392
0,778,256,0,-396
1,0,0,2317,-400
10,0,0,6,-404
6,0,512,0,-407
1,0,0,7,-411
7,256,0,1,-415
1,0,0,0,-419
0,0,0,0,-423
0,0,0,0,-427
0,0,0,0,-431
0,0,0,0,-434
0,521,0,0,-437
0,0,0,1,-442
2321,0,1840,2,-446
0,256,512,0,-450
0,8,0,0,-454
16,0,1072,8,-458
8,0,256,0,-460
0,0,0,0,-466
0,261,1024,0,-469
0,2,256,3,-473
4,257,768,3,-478
2316,0,48,10,-482
2,0,0,4,-485
0,0,0,0,-489
0,512,768,0,-493
0,256,0,0,-497
0,259,256,0,-502
0,5,0,0,-505
1,0,0,6,-509
10,0,0,3,-513
3,0,0,2,-516
2,517,2560,0,-521
0,2,0,512,-524
0,522,1536,0,-528
1,263,2816,2,-532
13,0,48,2316,-536
2316,0,0,5,-540
5,0,0,1,-543
0,0,0,0,-547
3,256,1024,0,-551
0,776,1536,0,-555
0,2,0,4,-559
4,0,0,2316,-563
2,0,0,5,-566
0,0,0,0,-570
0,513,768,0,-574
0,0,0,0,-578
0,262,768,0,-582
0,8,256,0,-586
1,2,768,3,-589
12,2,1841,10,-593
2,0,0,3,-597
3,259,1792,0,-601
0,0,0,2,-605
0,1,0,0,-609
8,513,2816,0,-612
0,262,768,0,-616
0,263,0,0,-620
8,0,0,9,-623
2,0,0,0,-627
0,256,0,0,-631
0,0,0,0,-635
0,1035,512,0,-639
2,1,256,11,-643
1,0,0,0,-643
0,515,768,0,-651
2,3,1280,0,-654
0,263,0,0,-658
512,1297,4103,512,-662
0,0,0,0,-665
5,3,768,0,-669
0,0,0,4,-674
0,0,0,0,-676
0,0,768,2,-682
0,0,0,0,-685
0,0,0,0,-689
8,0,768,6,-693
6,0,0,5,-697
5,0,0,0,-700
0,514,256,0,-704
0,0,0,8,-708
2,0,0,0,-712
0,261,0,0,-716
512,774,256,3,-720
3,4,256,7,-724
6,0,0,6,-728
2,260,1792,0,-732
0,3,0,4,-735
4,0,0,0,-739
0,258,768,0,-743
0,262,1792,5,-747
0,6,1280,0,-751
0,0,0,8,-755
4,0,0,3,-759
0,0,0,0,-763
0,256,0,0,-767
0,1026,0,0,-771
0,517,1280,0,-774
0,0,0,3,-778
10,0,1280,1,-782
0,0,0,1,-786
1,256,0,0,-789
0,1032,1280,512,-793
0,2,0,0,-797
0,6,1280,0,-801
9,5,2304,5,-805
5,0,0,3,-809
3,0,256,1,-813
1,0,512,0,-816
0,257,0,0,-820
1,518,2048,2,-824
0,0,0,8,-828
2,0,0,2,-832
2,0,0,3,-836
0,0,0,2,-840
5,256,512,0,-844
0,0,0,0,-848
0,770,0,0,-850
0,6,0,0,-856
0,3,1280,7,-859
7,6,3328,5,-863
0,0,0,3,-867
4,0,768,0,-871
0,777,1280,0,-875
0,3,1024,5,-878
5,519,3584,0,-882
0,264,768,0,-886
0,0,0,11,-890
8,0,0,0,-894
0,0,0,6,-898
6,256,0,0,-902
0,0,0,0,-906
0,6,0,0,-3161
0,6,0,0,-3165
0,6,0,0,-3168
966,1117,951,931,-3172
943,1140,994,984,-3176
992,1102,918,956,-3180
936,1135,983,953,-3184
976,1107,927,978,-3188
978,1103,961,953,-3192
935,1145,996,952,-3195
987,1107,925,960,-3199
927,1123,968,948,-3203
948,1121,956,969,-3207
969,1102,955,966,-3210
921,1170,1051,907,-3214
923,1212,1142,934,-3218
931,1164,1051,919,-3222
919,1195,1126,944,-3224
944,1171,1246,808,-3224
1064,1094,932,1076,-3234
1061,1102,949,1048,-3238
1080,1085,917,1114,-3242
1079,1078,908,1038,-3245
1038,1094,934,1118,-3250
1118,1046,867,1128,-3253
1105,1074,895,1100,-3257
1116,1057,868,1108,-3261
1044,1108,917,972,-3264
972,1272,1105,860,-3268
860,1415,1398,856,-3271
988,1472,1538,1143,-3274
1239,1458,1558,1283,-3279
1304,1422,1497,1375,-3284
1368,1406,1331,1168,-3286
1023,1533,1572,1118,-3291
1258,1435,1520,1295,-3295
1295,1395,1380,1281,-3299
1276,1388,1362,1311,-3302
1296,1451,1346,1203,-3306
1117,1563,1550,1104,-3310
1126,1527,1615,1210,-3314
1030,1507,1617,1317,-3318
1317,1476,1555,1395,-3322
1435,1448,1472,1433,-3325
1419,1462,1368,1355,-3330
1268,1537,1447,1191,-3333
1154,1584,1584,1135,-3337
1135,1559,1608,1131,-3340
1167,1555,1632,1248,-3345
1397,1504,1620,1493,-3348
1528,1455,1457,1529,-3352
1499,1467,1394,1489,-3356
1428,1535,1454,1336,-3360
1336,1559,1601,1279,-3364
1249,1596,1690,1290,-3368
1403,1542,1691,1497,-3371
1563,1504,1615,1609,-3375
1647,1475,1506,1638,-3379
1600,1463,1401,1557,-3383
1557,1304,1514,1364,-3386
1364,1585,1608,1348,-3390
1324,1581,1663,1343,-3394
1422,1545,1669,1529,-3397
1643,1489,1571,1693,-3402
1693,1441,1416,1679,-3406
1679,1446,1377,1641,-3410
1616,1468,1381,1562,-3413
1452,1555,1536,1399,-3417
1384,1559,1629,1377,-3421
1354,1525,1621,1370,-3425
1417,1509,1641,1485,-3429
1485,1475,1575,1617,-3433
1710,1434,1458,1676,-3437
1627,1431,1349,1559,-3440
1481,1504,1470,1436,-3443
1406,1519,1565,1369,-3448
1424,1464,1574,1591,-3452
1591,1451,1698,1685,-3455
1704,1368,1339,1685,-3460
1652,1358,1274,1634,-3463
1568,1408,1320,1479,-3467
1419,1481,1487,1359,-3471
1359,1452,1522,1428,-3475
1538,1447,1522,1550,-3479
1571,1395,1470,1630,-3482
1668,1384,1407,1689,-3486
1660,1380,1288,1590,-3490
1590,1420,1337,1469,-3494
1469,1468,1444,1441,-3498
1421,1442,1433,1418,-3501
1379,1444,1471,1365,-3505
1521,1414,1471,1629,-3509
1666,1331,1298,1661,-3513
1661,1316,1229,1652,-3517
1652,1326,1219,1613,-3521
1563,1358,1239,1484,-3525
1409,1403,1361,1367,-3529
1377,1412,1431,1415,-3532
1415,1336,1345,1534,-3536
1534,1331,1317,1579,-3540
1613,1302,1262,1660,-3544
1617,1270,1126,1538,-3547
1507,1355,1200,1449,-3551
1396,1364,1264,1365,-3555
1365,1355,1284,1328,-3559
1335,1320,1298,1420,-3563
1517,1263,1201,1552,-3567
1574,1196,1072,1587,-3570
1558,1209,1019,1513,-3574
1513,1222,1000,1443,-3578
1377,1295,1048,1346,-3582
1295,1267,1056,1261,-3585
1254,1224,1031,1324,-3589
1423,1172,973,1469,-3593
1469,1123,882,1456,-3597
1447,1131,842,1433,-3601
1400,1217,821,1338,-3604
1295,1270,882,1251,-3608
1213,1266,903,1210,-3612
1210,1262,940,1184,-3616
1213,1237,937,1256,-3620
1282,1229,938,1325,-3623
1336,1190,892,1309,-3627
1306,1222,888,1275,-3631
1228,1303,933,1158,-3635
1158,1383,1120,1089,-3638
1047,1408,1132,1073,-3643
1085,1388,1157,1074,-3647
1107,1398,1206,1159,-3650
1188,1308,1072,1195,-3654
1195,1460,1149,1131,-3658
1068,1532,1300,1045,-3662
1032,1567,1319,1002,-3666
977,1635,1458,970,-3669
972,1603,1480,1017,-3673
834,1565,1508,1122,-3677
1122,1523,1390,1132,-3682
1128,1558,1341,1130,-3686
1094,1661,1410,1055,-3690
1055,1774,1617,1045,-3694
1053,1775,1700,1219,-3698
1219,1738,1715,1254,-3702
1273,1680,1625,1288,-3705
1284,1641,1543,1294,-3709
1323,1732,1492,1297,-3713
1297,1868,1672,1220,-3717
1220,1925,1810,1229,-3721
1239,1877,1798,1297,-3724
1299,1861,1819,1346,-3728
1485,1814,1790,1565,-3732
1565,1768,1615,1580,-3736
1580,1813,1790,1552,-3740
1545,1880,1563,1529,-3743
1485,1960,1716,1464,-3743
1455,1951,1802,1456,-3751
1508,1933,1846,1615,-3755
1615,1862,1785,1569,-3759
1825,1856,1725,1818,-3763
1789,1809,1564,1795,-3766
1757,1903,1569,1652,-3770
1610,2001,1754,1586,-3774
1586,1971,1821,1585,-3778
1585,1920,1846,1700,-3782
1813,1889,1812,1853,-3786
1882,1825,1675,1873,-3790
1853,1784,1546,1845,-3793
1784,1887,1548,1703,-3797
1703,1931,1716,1625,-3801
1625,1945,1769,1606,-3805
1606,1898,1794,1713,-3809
1834,1855,1759,1882,-3813
1909,1773,1594,1903,-3817
1863,1758,1437,1816,-3821
1749,1807,1504,1686,-3825
1686,2041,1564,1620,-3828
1620,1781,1583,1582,-3832
1547,1745,1611,1653,-3835
1789,1674,1535,1842,-3840
1845,1611,1399,1816,-3844
1816,1563,1282,2036,-3847
1780,1578,1264,1718,-3851
1614,1642,1357,1559,-3855
1519,1630,1430,1515,-3859
1582,1576,1417,1678,-3863
1678,1509,1316,1783,-3866
1783,1476,1183,1759,-3870
1759,1419,1126,1742,-3874
1679,1467,1043,1642,-3878
1575,1582,1188,1508,-3882
1484,1554,1219,1452,-3886
1487,1465,1175,1602,-3890
1675,1403,1105,1671,-3894
1671,1338,977,1619,-3898
1619,1391,925,1578,-3902
1524,1520,978,1458,-3905
1397,1558,1051,1359,-3909
1351,1536,1075,1404,-3913
1404,1503,1060,1527,-3917
1527,1454,982,1520,-3921
1477,1480,952,1445,-3925
1437,1665,1019,1387,-3929
1354,1673,1075,1328,-3933
1281,1721,1163,1228,-3936
1246,1775,1295,1307,-3940
1307,1751,1267,1352,-3944
1352,1692,1025,1324,-3948
1319,1712,1285,1317,-3952
1331,1739,1205,1287,-3956
1229,2012,1422,1206,-3959
1206,2146,1659,1156,-3963
1156,2129,1676,1147,-3967
1155,2128,1714,1180,-3971
1240,2039,1728,1279,-3975
1277,1930,1576,1291,-3979
1292,2106,1528,1281,-3983
1281,2267,1713,1250,-3986
1250,2293,1916,1259,-3990
1305,2332,1972,1371,-3994
1489,2255,1997,1525,-3998
1532,2109,1784,1564,-4002
1541,2250,1674,1511,-4006
1511,2123,1776,1496,-4010
1451,2421,1903,1452,-4014
1537,2411,2091,1648,-4017
1725,2330,2066,1750,-4021
1759,2275,2019,1797,-4025
1797,2225,1909,1855,-4029
1855,2220,1760,1910,-4033
1914,2508,1857,1907,-4036
1918,2470,1857,1916,-4040
1889,2454,1860,1862,-4044
1801,2525,2068,1736,-4047
1773,2480,2137,1933,-4052
1933,2470,2125,2006,-4056
1960,2339,2050,1918,-4059
1927,2251,1904,1984,-4063
2015,2423,1796,1905,-4067
1819,2533,2095,1816,-4071
1816,2485,2119,2045,-4073
2207,2316,2001,2223,-4078
2247,2276,1681,2146,-4083
1997,2354,1866,1924,-4086
1862,2330,1987,1965,-4090
1887,2276,1971,2206,-4094
2206,2227,1844,2233,-4098
2227,2124,1738,2247,-4102
2254,2125,1646,2219,-4106
2237,2160,1600,2228,-4110
2185,2222,1638,2183,-4114
2183,2231,1651,2171,-4118
2171,2241,1683,2131,-4121
2081,2233,1735,2015,-4125
1962,2191,1810,1940,-4128
1862,2158,1826,1805,-4132
1805,2106,1756,1983,-4136
2142,2009,1657,2172,-4140
2129,1957,1364,1945,-4144
1779,1962,1556,1944,-4148
2042,1753,1362,2028,-4152
2028,1767,1127,1984,-4156
1921,1860,1185,1834,-4159
1747,1883,1336,1650,-4163
1758,1774,1298,1869,-4167
1896,1662,1212,1922,-4170
1922,1575,1099,1877,-4175
1877,1610,1043,1908,-4178
1893,1752,1058,1848,-4182
1839,1826,1112,1815,-4185
1782,1848,1189,1751,-4189
1699,1832,1264,1619,-4195
1660,1767,1257,1731,-4198
1732,1737,1194,1729,-4202
1729,1739,1177,1731,-4202
1715,1742,1167,1697,-4209
1644,1759,1175,1625,-4213
1640,1785,1132,1631,-4217
1635,1876,1114,1635,-4221
1635,1910,1156,1610,-4222
1608,1876,1222,1611,-4230
1611,1799,1253,1750,-4234
1873,1708,1227,1895,-4238
1864,1552,1070,1847,-4238
1730,1831,1099,1558,-4245
1558,1908,1289,1338,-4249
1594,1856,1491,1645,-4252
1617,1792,1215,1578,-4256
1588,1871,1190,1593,-4261
1574,2000,1238,1512,-4265
1444,2117,1466,1426,-4268
1426,2106,1495,1399,-4272
1399,2093,1490,1345,-4276
1362,2140,1642,1444,-4279
1493,1983,1484,1533,-4284
1507,1991,1482,1479,-4288
1516,1972,1447,1549,-4291
1549,1892,1310,1518,-4295
1481,2109,1397,1417,-4298
1338,2325,1767,1290,-4302
1281,2422,1974,1307,-4307
1346,2332,1980,1380,-4311
1385,2226,1843,1379,-4315
1379,2400,1711,1367,-4319
1367,2506,1917,1350,-4322
1311,2554,2046,1304,-4326
1330,2571,2198,1363,-4330
1420,2475,2179,1493,-4333
1543,2443,2122,1572,-4338
1572,2379,1966,1554,-4341
1554,2412,1882,1618,-4345
1661,2727,2008,1607,-4349
1553,2787,2276,1573,-4353
1617,2780,2402,1724,-4357
1881,2707,2392,1937,-4362
1951,2569,2207,1975,-4365
1975,2349,1951,1984,-4369
1984,2732,1977,1932,-4373
1895,2849,2131,1868,-4377
1789,2841,2300,1765,-4381
1840,2821,2444,2008,-4385
2138,2685,2354,2188,-4388
2188,2610,2173,2190,-4392
2157,2558,2096,2172,-4395
2178,2620,1954,2105,-4400
2046,2841,2153,1965,-4404
1922,2817,2314,1919,-4408
1944,2799,2418,2023,-4412
2023,2735,2351,2141,-4415
2230,2606,2296,2243,-4419
2229,2489,2026,2243,-4423
2221,2553,1858,2178,-4427
2113,2680,1999,2048,-4430
2048,2647,2118,1972,-4435
1972,2635,2184,1919,-4439
1968,2556,2203,2132,-4442
2215,2430,2106,2233,-4446
2193,2282,1815,2180,-4450
2185,2316,1702,2165,-4454
2165,2331,1688,2078,-4458
2078,2364,1626,1968,-4462
1893,2385,1978,1872,-4465
1934,2331,1958,1999,-4468
2072,2262,1904,2085,-4474
2105,2192,1834,2118,-4477
2118,2264,1467,2065,-4481
2046,2107,1439,2014,-4485
1964,2197,1531,1899,-4488
1839,2179,1624,1812,-4492
1778,2143,1688,1800,-4496
1800,2265,1586,1968,-4500
1968,1923,1499,1998,-4504
1939,1788,1246,1899,-4508
1862,1958,1185,1806,-4510
1777,2028,1243,1741,-4515
1741,2039,1313,1674,-4519
1620,2026,1350,1585,-4522
1670,1950,1345,1713,-4526
1714,1884,1266,1671,-4530
1636,1923,1193,1607,-4534
1607,2209,1322,1556,-4538
1515,2320,1430,1471,-4542
1434,2342,1587,1396,-4545
1377,2410,1761,1430,-4549
1494,2282,1714,1491,-4553
1491,2243,1694,1482,-4557
1489,2258,1667,1472,-4560
1466,2237,1521,1474,-4564
1449,2501,1604,1426,-4568
1430,2572,1690,1432,-4572
1401,2538,1739,1361,-4576
1361,2633,2061,1328,-4580
1348,2645,2067,1411,-4581
1431,2591,2132,1441,-4587
1461,2522,2100,1447,-4591
1459,2644,1868,1487,-4595
1487,3048,2203,1458,-4599
1435,3048,2359,1453,-4603
1495,2954,2412,1570,-4606
1659,2821,2369,1700,-4610
1681,2615,2110,1655,-4614
1655,2615,1906,1689,-4618
1689,2729,1899,1645,-4622
1563,2814,2012,1521,-4625
1535,2780,2230,1618,-4629
1745,2429,2142,1819,-4633
1819,2008,1901,2007,-4637
1751,1759,1677,1700,-4641
1655,1300,1165,1519,-4645
1356,987,761,1168,-4648
974,796,552,845,-4652
845,704,475,717,-4656
717,678,435,703,-4660
685,610,406,672,-4664
656,527,330,639,-4668
618,477,279,596,-4671
563,445,253,523,-4675
523,430,232,490,-4679
450,408,224,418,-4683
404,399,216,392,-4687
391,395,212,391,-4691
385,389,208,387,-4695
388,391,208,383,-4699
383,391,206,385,-4702
385,390,206,381,-4706
384,389,205,384,-4710
381,389,204,383,-4714
383,390,205,380,-4718
380,390,204,383,-4722
383,390,204,380,-4725
383,390,203,382,-4729
379,388,202,383,-4733
381,390,203,379,-4737
379,394,204,384,-4740
381,390,203,380,-4744
384,391,204,381,-4747
380,390,202,384,-4751
384,391,203,380,-4756
380,391,203,383,-4758
380,389,202,379,-4763
383,392,203,380,-4767
380,391,202,384,-4771
384,391,203,381,-4774
381,394,204,384,-4778
381,392,202,380,-4781
383,392,202,379,-4786
380,390,201,383,-4790
380,392,203,381,-4794
381,394,204,384,-4797
380,393,203,381,-4801
384,395,204,379,-4804
381,392,203,384,-4808
379,392,202,382,-4813
382,395,205,385,-4817
380,395,203,382,-4820
384,398,205,380,-4824
382,395,203,385,-4828
381,395,204,383,-4832
383,399,205,386,-4833
382,397,203,384,-4840
384,394,203,380,-4843
384,396,203,383,-4844
380,393,202,384,-4851
384,396,203,383,-4855
381,396,203,385,-4857
385,399,204,382,-4863
386,400,204,385,-4866
382,396,203,386,-4870
386,401,205,382,-4874
382,398,203,387,-4878
385,402,205,382,-4882
387,403,206,385,-4885
383,400,204,387,-4888
387,403,205,385,-4893
385,401,205,388,-4897
385,400,205,383,-4901
387,401,205,384,-4904
383,399,204,387,-4908
384,400,204,383,-4909
383,403,205,388,-4916
384,399,204,384,-4920
389,404,205,384,-4922
384,400,204,388,-4928
384,400,204,385,-4931
385,401,206,388,-4935
384,401,204,383,-4939
387,404,206,383,-4942
383,400,203,387,-4946
387,401,204,385,-4950
385,402,206,388,-4954
384,401,204,385,-4958
388,405,206,384,-4962
386,404,206,387,-4966
387,404,206,387,-4970
387,406,207,389,-4973
386,405,206,388,-4977
389,408,207,385,-4977
388,407,206,389,-4985
385,403,205,389,-4989
389,407,207,385,-4993
385,404,205,389,-4996
390,409,208,386,-5000
390,410,207,391,-5004
388,410,207,391,-5006
391,413,209,388,-5011
391,413,208,391,-5011
388,412,208,392,-5011
392,416,210,391,-5024
390,414,211,394,-5028
392,415,211,391,-5030
395,418,212,392,-5036
391,415,210,395,-5038
393,419,213,393,-5043
393,423,214,394,-5047
394,421,213,392,-5051
397,422,214,393,-5055
392,419,212,398,-5059
395,423,215,395,-5061
395,426,217,395,-5066
395,422,215,395,-5070
399,425,217,396,-5074
397,427,218,401,-5077
399,434,223,402,-5081
408,447,232,407,-5086
407,456,240,419,-5090
419,462,244,417,-5093
423,466,244,430,-5097
428,481,256,434,-5101
442,518,289,439,-5105
439,581,339,454,-5109
454,616,388,457,-5112
470,646,400,484,-5116
493,645,418,510,-5120
524,678,409,527,-5124
527,740,424,549,-5128
549,833,307,556,-5132
576,1094,669,609,-5136
654,1466,949,729,-5139
799,1738,1270,884,-5144
986,1771,1407,1040,-5147
1104,1787,1389,1179,-5152
1245,2163,1415,1303,-5156
1303,2421,1710,1371,-5160
1371,3229,1897,1426,-5163
1558,3730,2331,1753,-5167
1898,3792,2462,1991,-5171
2042,3539,2409,2142,-5175
2142,3821,2296,2262,-5178
2262,3994,2137,2160,-5182
2069,4371,2500,2057,-5186
2143,4448,2757,2298,-5190
2449,4304,2805,2540,-5194
2629,4030,2677,2694,-5199
2709,3842,2434,2691,-5202
2691,4112,2319,2590,-5206
2590,4252,2447,2534,-5210
2415,4378,2533,2364,-5213
2444,4461,2791,2536,-5218
2708,4260,2745,2851,-5221
2851,3787,2531,2863,-5225
2863,3669,2544,2846,-5228
2787,3792,2190,2738,-5231
2707,3859,2187,2623,-5236
2503,3938,2311,2433,-5240
2454,3899,2491,2579,-5244
2579,3809,2372,2801,-5247
2825,3307,2195,2793,-5252
2710,3268,1934,2652,-5256
2611,3326,1893,2515,-5259
2400,3445,2082,2374,-5263
2374,3416,2079,2380,-5267
2451,3148,2029,2572,-5271
2613,3014,1935,2582,-5275
2562,3097,1996,2579,-5278
2595,2895,1852,2665,-5282
2696,2857,1855,2657,-5286
2657,2768,1658,2632,-5290
2585,2758,1597,2566,-5294
2535,2830,1558,2432,-5297
2281,3177,1551,2125,-5301
2117,3164,1717,2201,-5305
2201,3034,1585,2190,-5309
2076,3165,1597,1913,-5312
1807,3727,2078,1863,-5315
1919,3550,2157,1881,-5319
1844,3980,2241,1842,-5322
1842,4314,2521,1835,-5328
1827,4466,2576,1845,-5331
1862,4594,2863,1984,-5335
2198,4550,3007,2295,-5338
2254,4241,2788,2238,-5343
2247,4378,2911,2133,-5347
2133,4517,2918,2019,-5351
2044,4380,2885,2173,-5354
2331,4321,2857,2416,-5358
2401,4286,2834,2433,-5361
2348,4206,2787,2762,-5365
2762,4101,2608,2831,-5368
2778,4217,2479,2753,-5370
2696,4471,2582,2537,-5377
2648,4265,2848,2943,-5380
2855,3662,2236,2642,-5384
2642,3697,2452,2519,-5385
2646,3448,2339,2692,-5392
2767,3211,2127,2803,-5395
2753,2978,1920,2688,-5398
2554,3114,1663,2487,-5403
2487,3451,1835,2440,-5406
2440,3438,1807,2395,-5411
2383,3286,1650,2390,-5415
2291,3444,1812,2183,-5416
2159,3493,1855,2180,-5422
2180,3459,1853,2213,-5425
2188,3444,1842,2137,-5429
2135,3493,1879,2129,-5431
2156,3403,1848,2176,-5437
2161,3359,1841,2178,-5441
2178,3318,1793,2151,-5445
2036,3643,1808,1908,-5449
1841,4302,2427,1867,-5452
1932,4078,2502,1996,-5454
1993,4068,2435,1976,-5459
1976,3998,2436,2014,-5463
2022,4514,2476,2034,-5467
2086,5121,2911,2136,-5471
2192,5130,3185,2285,-5475
2355,5043,3189,2440,-5479
2440,5031,3028,2382,-5483
2638,4630,2930,2691,-5486
2749,4471,2758,2791,-5490
2790,4611,2700,2812,-5493
2792,4705,2660,2775,-5497
2775,4744,2652,2748,-5502
2748,4687,2645,2746,-5505
2713,5004,2744,2608,-5505
2600,5332,3207,2752,-5512
2910,4990,3167,3100,-5517
3100,4476,2736,2935,-5521
2935,4615,2669,2743,-5525
2743,4818,2971,2593,-5529
2849,4514,2822,3004,-5530
3127,4356,2735,3165,-5537
3178,3968,2415,3086,-5540
2980,4007,2248,2876,-5545
2832,4238,2351,2806,-5549
2728,4092,2350,2685,-5553
2685,4152,2512,2717,-5557
2717,4067,2469,2817,-5561
2993,3632,2313,3057,-5565
2992,3396,2018,3005,-5568
2982,3438,1982,2857,-5572
2803,3543,1874,2725,-5576
2644,3804,1967,2613,-5580
2613,3850,2168,2598,-5585
2598,3734,2085,2628,-5588
2683,3540,1985,2755,-5592
2815,3329,1829,2829,-5596
2759,3324,1652,2625,-5600
2803,3719,1666,2522,-5602
2522,3878,1740,2445,-5607
2445,3953,1783,2408,-5612
2387,4074,1953,2370,-5615
2437,3952,1973,2480,-5619
2459,3817,1881,2515,-5623
2515,3705,1810,2530,-5627
2530,3732,1785,2465,-5631
2344,4086,1878,2185,-5634
2097,4583,2167,2102,-5638
2113,4743,2363,2066,-5642
2066,4838,2633,2130,-5645
2130,4698,2667,2208,-5650
2271,4322,2307,2225,-5654
2175,4502,2398,2125,-5657
2089,4968,2552,2055,-5661
2276,5161,2652,2047,-5665
2047,5479,3132,2110,-5669
2179,5553,3265,2295,-5673
2372,5158,3088,2546,-5676
2606,5069,2869,2608,-5680
2608,5091,2809,2439,-5685
2490,5464,2909,2535,-5689
2535,5667,3292,2634,-5693
2634,5960,3599,2765,-5697
2765,5814,3516,2792,-5699
2847,5686,3460,2914,-5704
2978,5362,3262,3047,-5708
3052,5213,3041,3053,-5712
3053,5134,2973,2940,-5716
2940,5432,2824,2896,-5720
2921,6035,3417,2966,-5724
3139,5859,3640,3249,-5728
3366,5487,3369,3497,-5731
3466,5042,2957,3382,-5734
3382,4934,2880,3244,-5738
3150,5197,2874,3151,-5743
3165,5417,3015,3132,-5747
3105,5420,3053,3092,-5751
3049,5331,3157,3122,-5755
3122,4812,3066,3155,-5758
3411,4544,2948,3488,-5762
3518,4301,2596,3447,-5766
3400,4073,2423,3344,-5770
3203,4078,2351,3055,-5773
3005,4304,2463,3005,-5777
2952,4324,2555,2953,-5781
3006,4122,2595,3033,-5785
3074,3918,2472,3143,-5788
3192,3687,2282,3243,-5792
3243,3601,1953,3185,-5796
3014,3615,1884,2948,-5800
2890,4002,2005,2818,-5804
2812,4185,2055,2789,-5808
2726,4276,2214,2747,-5812
2794,4108,2179,2790,-5816
2790,4007,2019,2812,-5819
2887,3934,1982,2911,-5823
2859,3898,1894,2876,-5827
2906,3664,1808,2897,-5830
